Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name, Sales  ,month
1701,CA-2016-114069,07/04/2022,16/06/3715,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,New York City,New York,10035,East,Product ID,Office Supplies,Binders,GBC Plastic Binding Combs,$11.81 ,Apr-2022
1702,CA-2016-114069,08/04/2022,16/06/3716,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,New York City,New York,10035,East,Product ID,Furniture,Chairs,Safco Contoured Stacking Chairs,"$1,931.04 ",Apr-2022
1703,CA-2016-114069,09/04/2022,16/06/3717,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,New York City,New York,10035,East,Product ID,Office Supplies,Paper,Easy-staple paper,$9.96 ,Apr-2022
1704,CA-2015-139857,10/04/2022,16/06/3718,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,San Diego,California,92037,West,Product ID,Office Supplies,Fasteners,Staples,$12.35 ,Apr-2022
1705,CA-2017-106306,11/04/2022,16/06/3719,Same Day,PG-18820,Patrick Gardner,Consumer,United States,Glendale,Arizona,85301,West,Product ID,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",$9.70 ,Apr-2022
1706,CA-2016-100545,12/04/2022,16/06/3720,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Product ID,Office Supplies,Binders,GBC Durable Plastic Covers,$11.61 ,Apr-2022
1707,CA-2018-123491,13/04/2022,16/06/3721,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,94122,West,Product ID,Office Supplies,Labels,Avery 500,$43.86 ,Apr-2022
1708,CA-2018-123491,14/04/2022,16/06/3722,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,94122,West,Product ID,Technology,Phones,Geemarc AmpliPOWER60,$148.48 ,Apr-2022
1709,CA-2018-123491,15/04/2022,16/06/3723,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,94122,West,Product ID,Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page",$7.42 ,Apr-2022
1710,CA-2018-123491,16/04/2022,16/06/3724,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,94122,West,Product ID,Furniture,Chairs,"Global Leather Task Chair, Black",$71.99 ,Apr-2022
1711,CA-2018-123491,17/04/2022,16/06/3725,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,94122,West,Product ID,Office Supplies,Art,4009 Highlighters by Sanford,$19.90 ,Apr-2022
1712,CA-2018-123491,18/04/2022,16/06/3726,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,94122,West,Product ID,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection","$1,702.12 ",Apr-2022
1713,CA-2016-145401,19/04/2022,16/06/3727,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Houston,Texas,77070,Central,Product ID,Office Supplies,Paper,Rediform Voice Mail Log Books,$14.30 ,Apr-2022
1714,US-2018-124968,20/04/2022,16/06/3728,Second Class,MM-18055,Michelle Moray,Consumer,United States,Chicago,Illinois,60610,Central,Product ID,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,$765.63 ,Apr-2022
1715,CA-2018-104003,21/04/2022,16/06/3729,Standard Class,DC-13285,Debra Catini,Consumer,United States,San Francisco,California,94110,West,Product ID,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,$307.67 ,Apr-2022
1716,CA-2017-154788,22/04/2022,16/06/3730,Standard Class,JL-15835,John Lee,Consumer,United States,New York City,New York,10011,East,Product ID,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,$7.71 ,Apr-2022
1717,CA-2017-169943,23/04/2022,16/06/3731,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,10011,East,Product ID,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,$242.90 ,Apr-2022
1718,CA-2017-169943,24/04/2022,16/06/3732,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,10011,East,Product ID,Office Supplies,Storage,Safco Industrial Wire Shelving System,$454.90 ,Apr-2022
1719,CA-2017-169943,25/04/2022,16/06/3733,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,10011,East,Product ID,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,$35.92 ,Apr-2022
1720,CA-2017-169943,26/04/2022,16/06/3734,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,10011,East,Product ID,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",$39.76 ,Apr-2022
1721,CA-2017-169943,27/04/2022,16/06/3735,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,10011,East,Product ID,Office Supplies,Binders,Recycled Easel Ring Binders,$47.74 ,Apr-2022
1722,US-2016-123218,28/04/2022,16/06/3736,Standard Class,KD-16345,Katherine Ducich,Consumer,United States,Chicago,Illinois,60623,Central,Product ID,Technology,Phones,Apple iPhone 5C,$159.98 ,Apr-2022
1723,US-2016-123218,29/04/2022,16/06/3737,Standard Class,KD-16345,Katherine Ducich,Consumer,United States,Chicago,Illinois,60623,Central,Product ID,Technology,Accessories,Logitech G600 MMO Gaming Mouse,$255.97 ,Apr-2022
1724,US-2016-123218,30/04/2022,16/06/3738,Standard Class,KD-16345,Katherine Ducich,Consumer,United States,Chicago,Illinois,60623,Central,Product ID,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",$359.06 ,Apr-2022
1725,CA-2016-127453,01/05/2022,16/06/3739,First Class,JK-15370,Jay Kimmel,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Product ID,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,$434.35 ,May-2022
1726,CA-2016-127453,02/05/2022,16/06/3740,First Class,JK-15370,Jay Kimmel,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Product ID,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,$3.55 ,May-2022
1727,CA-2016-127453,03/05/2022,16/06/3741,First Class,JK-15370,Jay Kimmel,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Product ID,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,$88.83 ,May-2022
1728,US-2018-164056,04/05/2022,16/06/3742,Second Class,FM-14215,Filia McAdams,Corporate,United States,Dublin,Ohio,43017,East,Product ID,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black","$1,048.35 ",May-2022
1729,CA-2017-106894,05/05/2022,16/06/3743,Same Day,CA-12265,Christina Anderson,Consumer,United States,Springfield,Virginia,22153,South,Product ID,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,$100.00 ,May-2022
1730,CA-2017-106894,06/05/2022,16/06/3744,Same Day,CA-12265,Christina Anderson,Consumer,United States,Springfield,Virginia,22153,South,Product ID,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,$7.83 ,May-2022
1731,CA-2015-125136,07/05/2022,16/06/3745,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Fayetteville,North Carolina,28314,South,Product ID,Office Supplies,Paper,White GlueTop Scratch Pads,$96.26 ,May-2022
1732,CA-2015-125136,08/05/2022,16/06/3746,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Fayetteville,North Carolina,28314,South,Product ID,Office Supplies,Paper,Xerox 195,$10.69 ,May-2022
1733,US-2017-131149,09/05/2022,16/06/3747,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Dallas,Texas,75081,Central,Product ID,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",$338.04 ,May-2022
1734,US-2017-131149,10/05/2022,16/06/3748,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Dallas,Texas,75081,Central,Product ID,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,$154.24 ,May-2022
1735,CA-2018-101483,11/05/2022,16/06/3749,Second Class,AG-10675,Anna Gayman,Consumer,United States,Jacksonville,North Carolina,28540,South,Product ID,Office Supplies,Appliances,Holmes HEPA Air Purifier,$34.85 ,May-2022
1736,CA-2018-101483,12/05/2022,16/06/3750,Second Class,AG-10675,Anna Gayman,Consumer,United States,Jacksonville,North Carolina,28540,South,Product ID,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,$22.00 ,May-2022
1737,CA-2018-101483,13/05/2022,16/06/3751,Second Class,AG-10675,Anna Gayman,Consumer,United States,Jacksonville,North Carolina,28540,South,Product ID,Office Supplies,Art,Newell 322,$4.37 ,May-2022
1738,CA-2016-130204,14/05/2022,16/06/3752,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,California,94122,West,Product ID,Office Supplies,Storage,Sterilite Officeware Hinged File Box,$31.44 ,May-2022
1739,CA-2016-130204,15/05/2022,16/06/3753,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,California,94122,West,Product ID,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,$17.90 ,May-2022
1740,CA-2016-130204,16/05/2022,16/06/3754,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,California,94122,West,Product ID,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",$129.45 ,May-2022
1741,CA-2015-110527,17/05/2022,16/06/3755,Standard Class,ED-13885,Emily Ducich,Home Office,United States,San Diego,California,92037,West,Product ID,Office Supplies,Labels,Avery 494,$20.88 ,May-2022
1742,CA-2018-152807,18/05/2022,16/06/3756,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Product ID,Office Supplies,Paper,Xerox 231,$20.74 ,May-2022
1743,CA-2018-152807,19/05/2022,16/06/3757,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Product ID,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",$7.17 ,May-2022
1744,CA-2018-152807,20/05/2022,16/06/3758,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Product ID,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,$11.17 ,May-2022
1745,CA-2018-152807,21/05/2022,16/06/3759,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Product ID,Technology,Accessories,First Data FD10 PIN Pad,$442.40 ,May-2022
1746,CA-2015-133270,22/05/2022,16/06/3760,First Class,BM-11785,Bryan Mills,Consumer,United States,Rochester,New York,14609,East,Product ID,Office Supplies,Art,Sanford Liquid Accent Highlighters,$13.36 ,May-2022
1747,CA-2017-155670,23/05/2022,16/06/3761,Second Class,EM-14065,Erin Mull,Consumer,United States,Jacksonville,North Carolina,28540,South,Product ID,Office Supplies,Binders,Acco Translucent Poly Ring Binders,$11.23 ,May-2022
1748,CA-2017-155670,24/05/2022,16/06/3762,Second Class,EM-14065,Erin Mull,Consumer,United States,Jacksonville,North Carolina,28540,South,Product ID,Office Supplies,Paper,Easy-staple paper,$10.27 ,May-2022
1749,US-2015-157406,25/05/2022,16/06/3763,Standard Class,DA-13450,Dianna Arnett,Home Office,United States,Houston,Texas,77095,Central,Product ID,Office Supplies,Paper,Xerox 1985,$10.37 ,May-2022
1750,US-2015-157406,26/05/2022,16/06/3764,Standard Class,DA-13450,Dianna Arnett,Home Office,United States,Houston,Texas,77095,Central,Product ID,Office Supplies,Art,12 Colored Short Pencils,$6.24 ,May-2022
1751,CA-2016-139094,27/05/2022,16/06/3765,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,San Antonio,Texas,78207,Central,Product ID,Furniture,Tables,Hon 2111 Invitation Series Straight Table,$206.96 ,May-2022
1752,CA-2018-168837,28/05/2022,16/06/3766,First Class,JW-15955,Joni Wasserman,Consumer,United States,Oakland,California,94601,West,Product ID,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,$9.46 ,May-2022
1753,CA-2018-116715,29/05/2022,16/06/3767,First Class,VW-21775,Victoria Wilson,Corporate,United States,San Francisco,California,94122,West,Product ID,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",$559.62 ,May-2022
1754,CA-2018-116715,30/05/2022,16/06/3768,First Class,VW-21775,Victoria Wilson,Corporate,United States,San Francisco,California,94122,West,Product ID,Office Supplies,Paper,Xerox 1940,$109.92 ,May-2022
1755,CA-2018-116715,31/05/2022,16/06/3769,First Class,VW-21775,Victoria Wilson,Corporate,United States,San Francisco,California,94122,West,Product ID,Office Supplies,Paper,Xerox 1962,$8.56 ,May-2022
1756,CA-2016-135622,01/06/2022,16/06/3770,Second Class,TT-21460,Tonja Turnell,Home Office,United States,Fort Worth,Texas,76106,Central,Product ID,Office Supplies,Paper,Xerox 1945,$360.71 ,Jun-2022
1757,CA-2016-135622,02/06/2022,16/06/3771,Second Class,TT-21460,Tonja Turnell,Home Office,United States,Fort Worth,Texas,76106,Central,Product ID,Technology,Phones,Wilson Electronics DB Pro Signal Booster,"$1,718.40 ",Jun-2022
1758,US-2016-107349,03/06/2022,16/06/3772,First Class,SL-20155,Sara Luxemburg,Home Office,United States,Houston,Texas,77095,Central,Product ID,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,$41.57 ,Jun-2022
1759,CA-2015-139017,04/06/2022,16/06/3773,Standard Class,RM-19375,Raymond Messe,Consumer,United States,Houston,Texas,77095,Central,Product ID,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,$46.86 ,Jun-2022
1760,CA-2015-141817,05/06/2022,16/06/3774,Standard Class,MB-18085,Mick Brown,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Product ID,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",$19.54 ,Jun-2022
1761,CA-2016-130785,06/06/2022,16/06/3775,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,San Diego,California,92105,West,Product ID,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",$411.33 ,Jun-2022
1762,CA-2016-130785,07/06/2022,16/06/3776,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,San Diego,California,92105,West,Product ID,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",$28.75 ,Jun-2022
1763,CA-2016-130785,08/06/2022,16/06/3777,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,San Diego,California,92105,West,Product ID,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",$293.20 ,Jun-2022
1764,CA-2017-110254,09/06/2022,16/06/3778,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Suffolk,Virginia,23434,South,Product ID,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",$35.06 ,Jun-2022
1765,CA-2017-110254,10/06/2022,16/06/3779,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Suffolk,Virginia,23434,South,Product ID,Office Supplies,Labels,Avery 476,$4.13 ,Jun-2022
1766,CA-2017-110254,11/06/2022,16/06/3780,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Suffolk,Virginia,23434,South,Product ID,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,$109.80 ,Jun-2022
1767,CA-2017-110254,12/06/2022,16/06/3781,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Suffolk,Virginia,23434,South,Product ID,Office Supplies,Labels,Avery 478,$9.82 ,Jun-2022
1768,US-2015-158057,13/06/2022,16/06/3782,Standard Class,CC-12685,Craig Carroll,Consumer,United States,Greensboro,North Carolina,27405,South,Product ID,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",$7.64 ,Jun-2022
1769,US-2015-158057,14/06/2022,16/06/3783,Standard Class,CC-12685,Craig Carroll,Consumer,United States,Greensboro,North Carolina,27405,South,Product ID,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,$51.47 ,Jun-2022
1770,CA-2018-146024,15/06/2022,16/06/3784,Standard Class,SC-20770,Stewart Carmichael,Corporate,United States,Dallas,Texas,75081,Central,Product ID,Office Supplies,Supplies,Staple remover,$6.98 ,Jun-2022
1771,CA-2018-146024,16/06/2022,16/06/3785,Standard Class,SC-20770,Stewart Carmichael,Corporate,United States,Dallas,Texas,75081,Central,Product ID,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,$12.22 ,Jun-2022
1772,CA-2017-129686,17/06/2022,16/06/3786,Second Class,GG-14650,Greg Guthrie,Corporate,United States,Chicago,Illinois,60623,Central,Product ID,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",$97.98 ,Jun-2022
1773,CA-2017-129686,18/06/2022,16/06/3787,Second Class,GG-14650,Greg Guthrie,Corporate,United States,Chicago,Illinois,60623,Central,Product ID,Technology,Accessories,Memorex Micro Travel Drive 8 GB,$62.40 ,Jun-2022
1774,CA-2015-118976,19/06/2022,16/06/3788,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Baltimore,Maryland,21215,East,Product ID,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",$20.86 ,Jun-2022
1775,CA-2015-118976,20/06/2022,16/06/3789,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Baltimore,Maryland,21215,East,Product ID,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders,$497.61 ,Jun-2022
1776,CA-2015-118976,21/06/2022,16/06/3790,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Baltimore,Maryland,21215,East,Product ID,Office Supplies,Art,Blackstonian Pencils,$5.34 ,Jun-2022
1777,CA-2015-118976,22/06/2022,16/06/3791,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Baltimore,Maryland,21215,East,Product ID,Office Supplies,Labels,Avery 488,$3.15 ,Jun-2022
1778,CA-2016-105347,23/06/2022,16/06/3792,Standard Class,DP-13000,Darren Powers,Consumer,United States,Los Angeles,California,90004,West,Product ID,Office Supplies,Paper,Xerox 1919,$368.91 ,Jun-2022
1779,CA-2016-105347,24/06/2022,16/06/3793,Standard Class,DP-13000,Darren Powers,Consumer,United States,Los Angeles,California,90004,West,Product ID,Office Supplies,Art,Prang Colored Pencils,$14.70 ,Jun-2022
1780,CA-2017-124667,25/06/2022,16/06/3794,Standard Class,BD-11770,Bryan Davis,Consumer,United States,New York City,New York,10011,East,Product ID,Technology,Accessories,Micropad Numeric Keypads,$59.97 ,Jun-2022
1781,CA-2017-124667,26/06/2022,16/06/3795,Standard Class,BD-11770,Bryan Davis,Consumer,United States,New York City,New York,10011,East,Product ID,Office Supplies,Storage,Safco Steel Mobile File Cart,$83.36 ,Jun-2022
1782,CA-2016-111094,27/06/2022,16/06/3796,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Franklin,Massachusetts,2038,East,Product ID,Office Supplies,Paper,Tops Wirebound Message Log Books,$6.58 ,Jun-2022
1783,CA-2016-111094,28/06/2022,16/06/3797,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Franklin,Massachusetts,2038,East,Product ID,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",$122.94 ,Jun-2022
1784,CA-2018-166317,29/06/2022,16/06/3798,Standard Class,JE-15610,Jim Epp,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Product ID,Office Supplies,Paper,Xerox 1940,$219.84 ,Jun-2022
1785,CA-2018-166317,30/06/2022,16/06/3799,Standard Class,JE-15610,Jim Epp,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Product ID,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,$98.16 ,Jun-2022
1786,CA-2018-166317,01/07/2022,16/06/3800,Standard Class,JE-15610,Jim Epp,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Product ID,Office Supplies,Binders,ACCOHIDE Binder by Acco,$33.04 ,Jul-2022
1787,CA-2018-166317,02/07/2022,16/06/3801,Standard Class,JE-15610,Jim Epp,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Product ID,Technology,Phones,AT&T CL82213,$86.97 ,Jul-2022
1788,CA-2016-154326,03/07/2022,16/06/3802,Standard Class,RP-19855,Roy Phan,Corporate,United States,Kenosha,Wisconsin,53142,Central,Product ID,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,$134.97 ,Jul-2022
1789,CA-2016-154326,04/07/2022,16/06/3803,Standard Class,RP-19855,Roy Phan,Corporate,United States,Kenosha,Wisconsin,53142,Central,Product ID,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),$699.98 ,Jul-2022
1790,CA-2016-154326,05/07/2022,16/06/3804,Standard Class,RP-19855,Roy Phan,Corporate,United States,Kenosha,Wisconsin,53142,Central,Product ID,Technology,Accessories,Maxell LTO Ultrium - 800 GB,$139.95 ,Jul-2022
1791,CA-2015-102008,06/07/2022,16/06/3805,Standard Class,RA-19915,Russell Applegate,Consumer,United States,New York City,New York,10011,East,Product ID,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,$48.94 ,Jul-2022
1792,CA-2015-120474,07/07/2022,16/06/3806,First Class,RP-19390,Resi Pölking,Consumer,United States,Madison,Wisconsin,53711,Central,Product ID,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,"$2,807.84 ",Jul-2022
1793,CA-2015-120474,08/07/2022,16/06/3807,First Class,RP-19390,Resi Pölking,Consumer,United States,Madison,Wisconsin,53711,Central,Product ID,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",$46.64 ,Jul-2022
1794,CA-2015-104773,09/07/2022,16/06/3808,Standard Class,TB-21175,Thomas Boland,Corporate,United States,Houston,Texas,77041,Central,Product ID,Office Supplies,Storage,"Companion Letter/Legal File, Black",$60.42 ,Jul-2022
1795,CA-2017-140774,10/07/2022,16/06/3809,Standard Class,BE-11455,Brad Eason,Home Office,United States,Olathe,Kansas,66062,Central,Product ID,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,$107.94 ,Jul-2022
1796,US-2018-139465,11/07/2022,16/06/3810,First Class,MR-17545,Mathew Reese,Home Office,United States,New York City,New York,10024,East,Product ID,Office Supplies,Storage,Iris Project Case,$63.84 ,Jul-2022
1797,US-2018-139465,12/07/2022,16/06/3811,First Class,MR-17545,Mathew Reese,Home Office,United States,New York City,New York,10024,East,Product ID,Technology,Phones,GE 30522EE2,$347.97 ,Jul-2022
1798,US-2018-139465,13/07/2022,16/06/3812,First Class,MR-17545,Mathew Reese,Home Office,United States,New York City,New York,10024,East,Product ID,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,$37.01 ,Jul-2022
1799,CA-2017-100965,14/07/2022,16/06/3813,Standard Class,RM-19375,Raymond Messe,Consumer,United States,San Jose,California,95123,West,Product ID,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",$215.65 ,Jul-2022
1800,CA-2017-121034,15/07/2022,16/06/3814,Second Class,JF-15565,Jill Fjeld,Consumer,United States,Dallas,Texas,75081,Central,Product ID,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,$11.17 ,Jul-2022
1801,CA-2017-121034,16/07/2022,16/06/3815,Second Class,JF-15565,Jill Fjeld,Consumer,United States,Dallas,Texas,75081,Central,Product ID,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",$53.95 ,Jul-2022
1802,CA-2017-149461,17/07/2022,16/06/3816,Standard Class,AS-10135,Adrian Shami,Home Office,United States,Auburn,Washington,98002,West,Product ID,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",$4.18 ,Jul-2022
1803,CA-2018-158379,18/07/2022,16/06/3817,Second Class,JA-15970,Joseph Airdo,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Product ID,Office Supplies,Binders,Clear Mylar Reinforcing Strips,$5.61 ,Jul-2022
1804,CA-2018-158379,19/07/2022,16/06/3818,Second Class,JA-15970,Joseph Airdo,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Product ID,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,"$4,663.74 ",Jul-2022
1805,CA-2018-158379,20/07/2022,16/06/3819,Second Class,JA-15970,Joseph Airdo,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Product ID,Technology,Accessories,Logitech Wireless Marathon Mouse M705,$79.98 ,Jul-2022
1806,US-2017-116729,21/07/2022,16/06/3820,First Class,GK-14620,Grace Kelly,Corporate,United States,Los Angeles,California,90049,West,Product ID,Technology,Phones,Samsung Galaxy Note 2,"$2,575.94 ",Jul-2022
1807,US-2017-116729,22/07/2022,16/06/3821,First Class,GK-14620,Grace Kelly,Corporate,United States,Los Angeles,California,90049,West,Product ID,Office Supplies,Paper,Xerox 225,$45.36 ,Jul-2022
1808,US-2017-116729,23/07/2022,16/06/3822,First Class,GK-14620,Grace Kelly,Corporate,United States,Los Angeles,California,90049,West,Product ID,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,$254.24 ,Jul-2022
1809,CA-2017-164938,24/07/2022,16/06/3823,First Class,PB-19210,Phillip Breyer,Corporate,United States,Tulsa,Oklahoma,74133,Central,Product ID,Technology,Phones,Mediabridge Sport Armband iPhone 5s,$69.93 ,Jul-2022
1810,CA-2017-165484,25/07/2022,16/06/3824,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Chicago,Illinois,60610,Central,Product ID,Furniture,Furnishings,DAX Cubicle Frames - 8x10,$16.16 ,Jul-2022
1811,CA-2017-165484,26/07/2022,16/06/3825,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Chicago,Illinois,60610,Central,Product ID,Office Supplies,Paper,Xerox 1929,$54.82 ,Jul-2022
1812,CA-2015-132612,27/07/2022,16/06/3826,Second Class,FO-14305,Frank Olsen,Consumer,United States,Harrisonburg,Virginia,22801,South,Product ID,Furniture,Tables,Bevis 44 x 96 Conference Tables,"$1,441.30 ",Jul-2022
1813,US-2018-161193,28/07/2022,16/06/3827,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Newark,Ohio,43055,East,Product ID,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",$77.60 ,Jul-2022
1814,US-2018-161193,29/07/2022,16/06/3828,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Newark,Ohio,43055,East,Product ID,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",$4.66 ,Jul-2022
1815,CA-2016-131597,30/07/2022,16/06/3829,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Los Angeles,California,90045,West,Product ID,Furniture,Tables,KI Conference Tables,$170.14 ,Jul-2022
1816,CA-2016-164833,31/07/2022,16/06/3830,Same Day,LL-16840,Lauren Leatherbury,Consumer,United States,Seattle,Washington,98105,West,Product ID,Office Supplies,Labels,Avery 501,$7.38 ,Jul-2022
1817,CA-2016-164833,01/08/2022,16/06/3831,Same Day,LL-16840,Lauren Leatherbury,Consumer,United States,Seattle,Washington,98105,West,Product ID,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",$9.26 ,Aug-2022
